player_full_name,player_team,opposition_team,margin,round,fantasy_points,fantasy_lag_1,fantasy_lag_2,fantasy_lag_3,fantasy_lag_4,fantasy_lag_5,fantasy_lag_6,fantasy_lag_7,fantasy_lag_8,fantasy_lag_9,fantasy_lag_10,home_game,last_3_avg,last_5_avg,last_7_avg,season_avg,dvp,percentage_over_avg
Jarman Impey,Hawthorn,Brisbane Lions,25,Round 13,124,118,97,54,63,58,90,82,54,89,69,1,89.66666666666667,78,80.28571428571429,76.83333333333333,1.87,50
Jarman Impey,Hawthorn,Gold Coast Suns,-67,Round 15,108,124,118,97,54,63,58,90,82,54,89,0,113,91.2,86.28571428571429,80.46153846153847,2.78,59.09
Jarman Impey,Hawthorn,GWS Giants,-13,Round 17,23,108,124,118,97,54,63,58,90,82,54,0,116.66666666666667,100.2,88.85714285714286,82.42857142857143,-3.24,51.61
Jarman Impey,Hawthorn,North Melbourne,48,Round 18,100,23,108,124,118,97,54,63,58,90,82,0,85,94,83.85714285714286,78.46666666666667,10.52,64.86
Jarman Impey,Hawthorn,Richmond,-1,Round 19,73,100,23,108,124,118,97,54,63,58,90,0,77,94.6,89.14285714285714,79.8125,1.85,41.94
Jarman Impey,Hawthorn,St Kilda,-29,Round 20,122,73,100,23,108,124,118,97,54,63,58,1,65.33333333333333,85.6,91.85714285714286,79.41176470588235,8.07,68.75
Jarrod Berry,Brisbane Lions,Adelaide Crows,-17,Round 11,48,85,37,114,59,50,69,86,68,85,51,0,78.66666666666667,69,71.42857142857143,70.4,-3.88,32.35
Jarrod Berry,Brisbane Lions,Hawthorn,-25,Round 13,71,48,85,37,114,59,50,69,86,68,85,0,56.666666666666664,68.6,66,68.36363636363636,0.69,60.61
Jarrod Berry,Brisbane Lions,Sydney Swans,16,Round 14,78,71,48,85,37,114,59,50,69,86,68,1,68,71,66.28571428571429,68.58333333333333,-10.39,28
Jarrod Berry,Brisbane Lions,St Kilda,28,Round 15,94,78,71,48,85,37,114,59,50,69,86,0,65.66666666666667,63.8,70.28571428571429,69.3076923076923,13.96,78.95
Jarrod Berry,Brisbane Lions,Richmond,81,Round 16,66,94,78,71,48,85,37,114,59,50,69,1,81,75.2,75.28571428571429,71.07142857142857,6.79,55.56
Jarrod Berry,Brisbane Lions,Melbourne,-1,Round 18,39,66,94,78,71,48,85,37,114,59,50,0,79.33333333333333,71.4,68.42857142857143,70.73333333333333,1.13,50
Jarrod Berry,Brisbane Lions,Geelong Cats,11,Round 19,65,39,66,94,78,71,48,85,37,114,59,1,66.33333333333333,69.6,68.71428571428571,68.75,4.74,60.87
Jarrod Berry,Brisbane Lions,Gold Coast Suns,-41,Round 20,72,65,39,66,94,78,71,48,85,37,114,0,56.666666666666664,68.4,65.85714285714286,68.52941176470588,-2.67,44.44
Jarrod Witts,Gold Coast Suns,Carlton,-59,Round 14,91,76,111,87,99,78,96,83,81,84,137,0,91.33333333333333,90.2,90,93.2,-8.78,33.33
Jarrod Witts,Gold Coast Suns,Hawthorn,67,Round 15,83,91,76,111,87,99,78,96,83,81,84,1,92.66666666666667,92.8,91.14285714285714,93,-13,22.22
Jarrod Witts,Gold Coast Suns,Collingwood,-78,Round 16,60,83,91,76,111,87,99,78,96,83,81,1,83.33333333333333,89.6,89.28571428571429,92.16666666666667,4.39,62.5
Jarrod Witts,Gold Coast Suns,Port Adelaide,-33,Round 17,100,60,83,91,76,111,87,99,78,96,83,0,78,84.2,86.71428571428571,89.6923076923077,21.73,88.89
Jarrod Witts,Gold Coast Suns,St Kilda,26,Round 18,108,100,60,83,91,76,111,87,99,78,96,1,81,82,86.85714285714286,90.42857142857143,4.75,54.55
Jarrod Witts,Gold Coast Suns,GWS Giants,-40,Round 19,85,108,100,60,83,91,76,111,87,99,78,0,89.33333333333333,88.4,89.85714285714286,91.6,15.57,66.67
Jarrod Witts,Gold Coast Suns,Brisbane Lions,41,Round 20,91,85,108,100,60,83,91,76,111,87,99,1,97.66666666666667,87.2,86.14285714285714,91.1875,0.8,30
Jason Horne-Francis,Port Adelaide,Richmond,10,Round 11,84,86,74,96,98,38,67,69,68,42,90,0,85.33333333333333,78.4,75.42857142857143,72.8,4.72,48.65
Jason Horne-Francis,Port Adelaide,Hawthorn,55,Round 12,77,84,86,74,96,98,38,67,69,68,42,1,81.33333333333333,87.6,77.57142857142857,73.81818181818181,2.9,48.57
Jason Horne-Francis,Port Adelaide,Western Bulldogs,22,Round 13,60,77,84,86,74,96,98,38,67,69,68,0,82.33333333333333,83.4,79,74.08333333333333,1.41,61.54
Jason Horne-Francis,Port Adelaide,Geelong Cats,38,Round 14,34,60,77,84,86,74,96,98,38,67,69,1,73.66666666666667,76.2,82.14285714285714,73,-4.31,46.88
Jason Horne-Francis,Port Adelaide,Essendon,4,Round 16,39,34,60,77,84,86,74,96,98,38,67,0,57,68.2,73,70.21428571428571,4.32,50
Jason Horne-Francis,Port Adelaide,Gold Coast Suns,33,Round 17,37,39,34,60,77,84,86,74,96,98,38,1,44.333333333333336,58.8,64.85714285714286,68.13333333333334,-1.21,51.61
Jason Horne-Francis,Port Adelaide,Collingwood,-2,Round 19,82,37,39,34,60,77,84,86,74,96,98,1,36.666666666666664,49.4,59.57142857142857,66.1875,-2.28,36.84
Jason Horne-Francis,Port Adelaide,Adelaide Crows,-47,Round 20,58,82,37,39,34,60,77,84,86,74,96,0,52.666666666666664,50.4,59,67.11764705882354,-4.65,41.46
Jayden Hunt,West Coast Eagles,Essendon,-50,Round 11,120,80,54,82,93,90,69,95,84,86,44,1,72,79.8,80.42857142857143,77.7,6.39,60
Jayden Hunt,West Coast Eagles,Collingwood,-63,Round 12,78,120,80,54,82,93,90,69,95,84,86,1,84.66666666666667,85.8,84,81.54545454545455,-9.02,32.5
Jayden Hunt,West Coast Eagles,Adelaide Crows,-122,Round 13,37,78,120,80,54,82,93,90,69,95,84,0,92.66666666666667,82.8,85.28571428571429,81.25,-5.28,44.44
Jayden Hunt,West Coast Eagles,Sydney Swans,-171,Round 15,46,37,78,120,80,54,82,93,90,69,95,0,78.33333333333333,73.8,77.71428571428571,77.84615384615384,2.83,62.5
Jayden Hunt,West Coast Eagles,St Kilda,-8,Round 16,78,46,37,78,120,80,54,82,93,90,69,1,53.666666666666664,72.2,71,75.57142857142857,10.78,68.42
Jayden Hunt,West Coast Eagles,Brisbane Lions,-81,Round 17,126,78,46,37,78,120,80,54,82,93,90,0,53.666666666666664,71.8,70.42857142857143,75.73333333333333,1.14,51.72
Jayden Hunt,West Coast Eagles,Richmond,-38,Round 18,32,126,78,46,37,78,120,80,54,82,93,1,83.33333333333333,73,80.71428571428571,78.875,1.2,50
Jayden Hunt,West Coast Eagles,Carlton,-71,Round 19,83,32,126,78,46,37,78,120,80,54,82,0,78.66666666666667,63.8,73.85714285714286,76.11764705882354,-2.22,42.31
Jayden Hunt,West Coast Eagles,North Melbourne,5,Round 20,102,83,32,126,78,46,37,78,120,80,54,1,80.33333333333333,73,68.57142857142857,76.5,4.07,57.14
Jayden Laverde,Essendon,Adelaide Crows,18,Round 17,69,75,48,47,49,72,92,48,69,58,94,1,56.666666666666664,58.2,61.57142857142857,65.2,-2.32,36.84
Jayden Laverde,Essendon,Geelong Cats,-77,Round 18,57,69,75,48,47,49,72,92,48,69,58,0,64,57.6,64.57142857142857,65.54545454545455,-7.92,21.43
Jayden Laverde,Essendon,Western Bulldogs,-41,Round 19,138,57,69,75,48,47,49,72,92,48,69,1,67,59.2,59.57142857142857,64.83333333333333,7.1,68.75
Jayden Laverde,Essendon,Sydney Swans,-2,Round 20,40,138,57,69,75,48,47,49,72,92,48,1,88,77.4,69,70.46153846153847,-4.19,27.27
Jayden Short,Richmond,St Kilda,20,Round 14,95,103,85,102,99,113,102,123,117,70,79,1,96.66666666666667,100.4,103.85714285714286,99.3,15.94,82.35
Jed Bews,Geelong Cats,Melbourne,15,Round 15,64,21,45,43,27,51,42,41,50,49,38,1,36.333333333333336,37.4,38.57142857142857,40.7,-2.4,41.67
Jed Bews,Geelong Cats,Sydney Swans,0,Round 16,15,64,21,45,43,27,51,42,41,50,49,0,43.333333333333336,40,41.857142857142854,42.81818181818182,-10.75,36
Jed McEntee,Port Adelaide,Geelong Cats,38,Round 14,38,52,42,47,25,56,44,43,39,59,47,1,47,44.4,44.142857142857146,45.4,-0.67,52.94
Jed McEntee,Port Adelaide,Essendon,4,Round 16,22,38,52,42,47,25,56,44,43,39,59,0,44,40.8,43.42857142857143,44.72727272727273,3.13,58.06
Jed McEntee,Port Adelaide,Gold Coast Suns,33,Round 17,33,22,38,52,42,47,25,56,44,43,39,1,37.333333333333336,40.2,40.285714285714285,42.833333333333336,0.02,47.22
Jed McEntee,Port Adelaide,Carlton,-50,Round 18,47,33,22,38,52,42,47,25,56,44,43,0,31,37.4,37,42.07692307692308,-2.06,51.52
Jed McEntee,Port Adelaide,Collingwood,-2,Round 19,28,47,33,22,38,52,42,47,25,56,44,1,34,38.4,40.142857142857146,42.42857142857143,-7.33,37.5
Jed McEntee,Port Adelaide,Adelaide Crows,-47,Round 20,32,28,47,33,22,38,52,42,47,25,56,0,36,33.6,37.42857142857143,41.46666666666667,-3.45,36.11
Jeremy Cameron,Geelong Cats,GWS Giants,-7,Round 11,94,64,82,83,82,87,93,137,101,138,85,1,76.33333333333333,79.6,89.71428571428571,95.2,0.12,44.12
Jeremy Cameron,Geelong Cats,Western Bulldogs,22,Round 12,100,94,64,82,83,82,87,93,137,101,138,0,80,81,83.57142857142857,95.0909090909091,-3.13,37.5
Jeremy Cameron,Geelong Cats,Port Adelaide,-38,Round 14,32,100,94,64,82,83,82,87,93,137,101,0,86,84.6,84.57142857142857,95.5,-1.29,48.39
Jeremy Cameron,Geelong Cats,Essendon,77,Round 18,77,32,100,94,64,82,83,82,87,93,137,1,75.33333333333333,74.4,76.71428571428571,90.61538461538461,-5.05,34.38
Jeremy Cameron,Geelong Cats,Brisbane Lions,-11,Round 19,71,77,32,100,94,64,82,83,82,87,93,0,69.66666666666667,73.4,76,89.64285714285714,-7.1,34.62
Jeremy Cameron,Geelong Cats,Fremantle,-7,Round 20,84,71,77,32,100,94,64,82,83,82,87,1,60,74.8,74.28571428571429,88.4,0.1,46.43
Jeremy Finlayson,Port Adelaide,Western Bulldogs,22,Round 13,49,126,93,47,97,83,84,92,53,102,30,0,88.66666666666667,89.2,88.85714285714286,80.7,-2.25,36.11
Jeremy Finlayson,Port Adelaide,Geelong Cats,38,Round 14,87,49,126,93,47,97,83,84,92,53,102,1,89.33333333333333,82.4,82.71428571428571,77.81818181818181,0.18,50
Jeremy Finlayson,Port Adelaide,Essendon,4,Round 16,57,87,49,126,93,47,97,83,84,92,53,0,87.33333333333333,80.4,83.14285714285714,78.58333333333333,-0.69,48.28
Jeremy Finlayson,Port Adelaide,Gold Coast Suns,33,Round 17,79,57,87,49,126,93,47,97,83,84,92,1,64.33333333333333,82.4,79.42857142857143,76.92307692307692,-6.92,32.26
Jeremy Finlayson,Port Adelaide,Carlton,-50,Round 18,37,79,57,87,49,126,93,47,97,83,84,0,74.33333333333333,79.6,76.85714285714286,77.07142857142857,-2.28,44.44
Jeremy Finlayson,Port Adelaide,Collingwood,-2,Round 19,82,37,79,57,87,49,126,93,47,97,83,1,57.666666666666664,61.8,75.42857142857143,74.4,6.15,60
Jeremy Finlayson,Port Adelaide,Adelaide Crows,-47,Round 20,47,82,37,79,57,87,49,126,93,47,97,0,66,68.4,73.85714285714286,74.875,-8.5,34.48
Jesse Hogan,GWS Giants,Geelong Cats,7,Round 11,112,72,56,101,49,63,87,61,55,102,67,0,76.33333333333333,68.2,69.85714285714286,71.3,4.27,60
Jesse Hogan,GWS Giants,Richmond,-6,Round 12,46,112,72,56,101,49,63,87,61,55,102,1,80,78,77.14285714285714,75,2.92,53.57
Jesse Hogan,GWS Giants,North Melbourne,28,Round 13,99,46,112,72,56,101,49,63,87,61,55,0,76.66666666666667,77.4,71.28571428571429,72.58333333333333,10.48,72
Jesse Hogan,GWS Giants,Melbourne,2,Round 16,37,99,46,112,72,56,101,49,63,87,61,0,85.66666666666667,77,76.42857142857143,74.61538461538461,-5.11,42.86
Jesse Hogan,GWS Giants,Hawthorn,13,Round 17,86,37,99,46,112,72,56,101,49,63,87,1,60.666666666666664,73.2,74.71428571428571,71.92857142857143,13.8,76.67
Jesse Hogan,GWS Giants,Adelaide Crows,14,Round 18,47,86,37,99,46,112,72,56,101,49,63,0,74,76,72.57142857142857,72.86666666666666,-10.81,28
Jesse Motlop,Carlton,Melbourne,-17,Round 12,45,56,35,35,48,26,49,65,77,50,43,0,42,40,44.857142857142854,48.4,-2.05,41.67
Jesse Motlop,Carlton,Essendon,-34,Round 13,38,45,56,35,35,48,26,49,65,77,50,1,45.333333333333336,43.8,42,48.09090909090909,2.7,61.76
Jesse Motlop,Carlton,Port Adelaide,50,Round 18,62,38,45,56,35,35,48,26,49,65,77,1,46.333333333333336,41.8,40.42857142857143,47.25,0,44.83
Jesse Motlop,Carlton,Collingwood,17,Round 20,43,62,38,45,56,35,35,48,26,49,65,0,48.333333333333336,47.2,45.57142857142857,48.38461538461539,-6.96,38.71
Jimmy Webster,St Kilda,Hawthorn,29,Round 20,49,72,48,85,67,62,64,67,61,63,54,0,68.33333333333333,66.8,66.42857142857143,64.3,2.89,53.33
Joe Daniher,Brisbane Lions,Adelaide Crows,-17,Round 11,44,95,118,74,72,85,120,91,36,82,45,0,95.66666666666667,88.8,93.57142857142857,81.8,-6.57,32.26
Joe Daniher,Brisbane Lions,Hawthorn,-25,Round 13,40,44,95,118,74,72,85,120,91,36,82,0,85.66666666666667,80.6,86.85714285714286,78.36363636363636,12.63,75.86
Joe Daniher,Brisbane Lions,Sydney Swans,16,Round 14,61,40,44,95,118,74,72,85,120,91,36,1,59.666666666666664,74.2,75.42857142857143,75.16666666666667,0.92,43.33
Joe Daniher,Brisbane Lions,St Kilda,28,Round 15,82,61,40,44,95,118,74,72,85,120,91,0,48.333333333333336,71.6,72,74.07692307692308,-2.09,51.85
Joe Daniher,Brisbane Lions,Richmond,81,Round 16,121,82,61,40,44,95,118,74,72,85,120,1,61,64.4,73.42857142857143,74.64285714285714,-0.34,50
Joe Daniher,Brisbane Lions,West Coast Eagles,81,Round 17,54,121,82,61,40,44,95,118,74,72,85,1,88,69.6,80.14285714285714,77.73333333333333,9.31,53.12
Joe Daniher,Brisbane Lions,Melbourne,-1,Round 18,98,54,121,82,61,40,44,95,118,74,72,0,85.66666666666667,71.6,71,76.25,-3.83,46.15
Joe Daniher,Brisbane Lions,Geelong Cats,11,Round 19,97,98,54,121,82,61,40,44,95,118,74,1,91,83.2,71.42857142857143,77.52941176470588,-0.79,50
Joe Daniher,Brisbane Lions,Gold Coast Suns,-41,Round 20,74,97,98,54,121,82,61,40,44,95,118,0,83,90.4,79,78.61111111111111,-10.13,35.48
John Noble,Collingwood,North Melbourne,35,Round 11,69,103,103,80,100,91,89,79,55,77,105,1,95.33333333333333,95.4,92.14285714285714,88.2,10.31,64.86
John Noble,Collingwood,West Coast Eagles,63,Round 12,63,69,103,103,80,100,91,89,79,55,77,0,91.66666666666667,91,90.71428571428571,86.45454545454545,4.68,62.5
John Noble,Collingwood,Melbourne,-4,Round 13,73,63,69,103,103,80,100,91,89,79,55,0,78.33333333333333,83.6,87,84.5,2.21,52.94
John Noble,Collingwood,Adelaide Crows,2,Round 15,75,73,63,69,103,103,80,100,91,89,79,1,68.33333333333333,82.2,84.42857142857143,83.61538461538461,-4.38,30
John Noble,Collingwood,Gold Coast Suns,78,Round 16,113,75,73,63,69,103,103,80,100,91,89,0,70.33333333333333,76.6,80.85714285714286,83,-2.12,40
John Noble,Collingwood,Western Bulldogs,12,Round 17,113,113,75,73,63,69,103,103,80,100,91,0,87,78.6,85.57142857142857,85,8.73,65
John Noble,Collingwood,Fremantle,46,Round 18,80,113,113,75,73,63,69,103,103,80,100,1,100.33333333333333,87.4,87,86.75,-8.62,28.57
John Noble,Collingwood,Port Adelaide,2,Round 19,47,80,113,113,75,73,63,69,103,103,80,0,102,90.8,83.71428571428571,86.3529411764706,-5.52,30.43
John Noble,Collingwood,Carlton,-17,Round 20,93,47,80,113,113,75,73,63,69,103,103,1,80,85.6,80.57142857142857,84.16666666666667,-0.94,46.15
Jordan Clark,Fremantle,Melbourne,7,Round 11,66,78,76,76,70,72,57,76,66,71,103,0,76.66666666666667,74.4,72.14285714285714,74.5,-1.22,42.42
Jordan Clark,Fremantle,Richmond,-15,Round 13,55,66,78,76,76,70,72,57,76,66,71,1,73.33333333333333,73.2,70.71428571428571,73.72727272727273,3.94,46.88
Jordan Clark,Fremantle,GWS Giants,-70,Round 14,95,55,66,78,76,76,70,72,57,76,66,0,66.33333333333333,70.2,70.42857142857143,72.16666666666667,-7.8,45.95
Jordan Clark,Fremantle,Essendon,32,Round 15,61,95,55,66,78,76,76,70,72,57,76,1,72,74,73.71428571428571,73.92307692307692,4.03,57.14
Jordan Clark,Fremantle,Western Bulldogs,-29,Round 16,96,61,95,55,66,78,76,76,70,72,57,0,70.33333333333333,71,72.42857142857143,73,5.24,64.29
Jordan Clark,Fremantle,Carlton,-53,Round 17,98,96,61,95,55,66,78,76,76,70,72,1,84,74.6,75.28571428571429,74.53333333333333,-2.71,40.74
Jordan Clark,Fremantle,Collingwood,-46,Round 18,63,98,96,61,95,55,66,78,76,76,70,0,85,81,78.42857142857143,76,-2.95,48.57
Jordan Clark,Fremantle,Sydney Swans,-29,Round 19,41,63,98,96,61,95,55,66,78,76,76,1,85.66666666666667,82.6,76.28571428571429,75.23529411764706,-12.53,26.92
Jordan Clark,Fremantle,Geelong Cats,7,Round 20,70,41,63,98,96,61,95,55,66,78,76,0,67.33333333333333,71.8,72.71428571428571,73.33333333333333,-5.51,39.39
Jordan Dawson,Adelaide Crows,Brisbane Lions,17,Round 11,135,85,116,116,112,103,133,122,81,101,92,1,105.66666666666667,106.4,112.42857142857143,106.1,-2.12,45.71
Jordan Dawson,Adelaide Crows,Gold Coast Suns,-25,Round 12,128,135,85,116,116,112,103,133,122,81,101,0,112,112.8,114.28571428571429,108.72727272727273,2.53,54.55
Jordan Dawson,Adelaide Crows,West Coast Eagles,122,Round 13,105,128,135,85,116,116,112,103,133,122,81,1,116,116,113.57142857142857,110.33333333333333,6.71,60
Jordan Dawson,Adelaide Crows,Collingwood,-2,Round 15,172,105,128,135,85,116,116,112,103,133,122,0,122.66666666666667,113.8,113.85714285714286,109.92307692307692,-4.61,28.12
Jordan Dawson,Adelaide Crows,North Melbourne,66,Round 16,136,172,105,128,135,85,116,116,112,103,133,1,135,125,122.42857142857143,114.35714285714286,3.77,60.71
Jordan Dawson,Adelaide Crows,Essendon,-18,Round 17,128,136,172,105,128,135,85,116,116,112,103,0,137.66666666666666,135.2,125.28571428571429,115.8,2.24,50
Jordan Dawson,Adelaide Crows,GWS Giants,-14,Round 18,123,128,136,172,105,128,135,85,116,116,112,1,145.33333333333334,133.8,127,116.5625,1.25,56.76
Jordan Dawson,Adelaide Crows,Melbourne,-4,Round 19,97,123,128,136,172,105,128,135,85,116,116,0,129,132.8,132.42857142857142,116.94117647058823,-2.19,45.95
Jordan Dawson,Adelaide Crows,Port Adelaide,47,Round 20,134,97,123,128,136,172,105,128,135,85,116,1,116,131.2,127,115.83333333333333,-9.78,32.43
Jordan De Goey,Collingwood,West Coast Eagles,63,Round 12,58,127,80,120,60,53,99,77,120,67,113,0,109,88,88,91.6,7.71,52.5
Jordan De Goey,Collingwood,Western Bulldogs,12,Round 17,98,58,127,80,120,60,53,99,77,120,67,0,88.33333333333333,89,85.28571428571429,88.54545454545455,0.67,59.38
Jordan De Goey,Collingwood,Fremantle,46,Round 18,95,98,58,127,80,120,60,53,99,77,120,1,94.33333333333333,96.6,85.14285714285714,89.33333333333333,4.6,54.55
Jordan De Goey,Collingwood,Port Adelaide,2,Round 19,66,95,98,58,127,80,120,60,53,99,77,0,83.66666666666667,91.6,91.14285714285714,89.76923076923077,-11.27,30
Jordan De Goey,Collingwood,Carlton,-17,Round 20,90,66,95,98,58,127,80,120,60,53,99,1,86.33333333333333,88.8,92,88.07142857142857,0.3,50
Jordan Ridley,Essendon,Carlton,34,Round 13,86,86,95,127,66,64,83,82,102,64,87,0,102.66666666666667,87.6,86.14285714285714,85.6,2.14,48.48
Jordan Ridley,Essendon,Fremantle,-32,Round 15,100,86,86,95,127,66,64,83,82,102,64,0,89,92,86.71428571428571,85.63636363636364,-5.32,35.14
Jordan Ridley,Essendon,Port Adelaide,-4,Round 16,52,100,86,86,95,127,66,64,83,82,102,1,90.66666666666667,98.8,89.14285714285714,86.83333333333333,0.57,53.12
Jordan Ridley,Essendon,Adelaide Crows,18,Round 17,63,52,100,86,86,95,127,66,64,83,82,1,79.33333333333333,83.8,87.42857142857143,84.15384615384616,-6.65,30.77
Jordan Ridley,Essendon,Geelong Cats,-77,Round 18,75,63,52,100,86,86,95,127,66,64,83,0,71.66666666666667,77.4,87,82.64285714285714,-5.54,45.16
Jordan Ridley,Essendon,Western Bulldogs,-41,Round 19,128,75,63,52,100,86,86,95,127,66,64,1,63.333333333333336,75.2,79.57142857142857,82.13333333333334,7.1,68.75
Jordon Butts,Adelaide Crows,Gold Coast Suns,-25,Round 12,11,28,27,63,37,62,35,44,12,25,39,0,39.333333333333336,43.4,42.285714285714285,37.2,-3.61,45
Jordon Butts,Adelaide Crows,West Coast Eagles,122,Round 13,54,11,28,27,63,37,62,35,44,12,25,1,22,33.2,37.57142857142857,34.81818181818182,0.37,52.63
Jordon Butts,Adelaide Crows,Collingwood,-2,Round 15,37,54,11,28,27,63,37,62,35,44,12,0,31,36.6,40.285714285714285,36.416666666666664,4.94,50
Jordon Butts,Adelaide Crows,GWS Giants,-14,Round 18,46,37,54,11,28,27,63,37,62,35,44,1,34,31.4,36.714285714285715,36.46153846153846,-6.5,50
Jordon Butts,Adelaide Crows,Melbourne,-4,Round 19,35,46,37,54,11,28,27,63,37,62,35,0,45.666666666666664,35.2,38,37.142857142857146,6.24,69.23
Josh Battle,St Kilda,Hawthorn,-10,Round 11,56,64,60,71,30,49,116,76,72,66,60,1,65,54.8,66.57142857142857,66.4,8.73,80
Josh Battle,St Kilda,Sydney Swans,14,Round 13,40,56,64,60,71,30,49,116,76,72,66,0,60,56.2,63.714285714285715,65.45454545454545,-2.26,36.67
Josh Battle,St Kilda,Richmond,-20,Round 14,69,40,56,64,60,71,30,49,116,76,72,0,53.333333333333336,58.2,52.857142857142854,63.333333333333336,2.14,42.86
Josh Battle,St Kilda,Brisbane Lions,-28,Round 15,79,69,40,56,64,60,71,30,49,116,76,1,55,57.8,55.714285714285715,63.76923076923077,3.31,53.85
Josh Battle,St Kilda,Gold Coast Suns,-26,Round 18,62,79,69,40,56,64,60,71,30,49,116,0,62.666666666666664,61.6,62.714285714285715,64.85714285714286,-6.66,37.5
Josh Battle,St Kilda,North Melbourne,8,Round 19,65,62,79,69,40,56,64,60,71,30,49,1,70,61.2,61.42857142857143,64.66666666666667,6.8,62.16
Josh Battle,St Kilda,Hawthorn,29,Round 20,89,65,62,79,69,40,56,64,60,71,30,0,68.66666666666667,63,62.142857142857146,64.6875,2.89,53.33
Josh Daicos,Collingwood,North Melbourne,35,Round 11,91,115,92,73,100,108,115,76,91,96,91,1,93.33333333333333,97.6,97,95.7,1.39,48.57
Josh Daicos,Collingwood,West Coast Eagles,63,Round 12,80,91,115,92,73,100,108,115,76,91,96,0,99.33333333333333,94.2,99.14285714285714,95.27272727272727,7.71,52.5
Josh Daicos,Collingwood,Melbourne,-4,Round 13,66,80,91,115,92,73,100,108,115,76,91,0,95.33333333333333,90.2,94.14285714285714,94,-0.71,52
Josh Daicos,Collingwood,Adelaide Crows,2,Round 15,106,66,80,91,115,92,73,100,108,115,76,1,79,88.8,88.14285714285714,91.84615384615384,-0.69,50
Josh Daicos,Collingwood,Gold Coast Suns,78,Round 16,93,106,66,80,91,115,92,73,100,108,115,0,84,91.6,89,92.85714285714286,1.04,54.17
Josh Daicos,Collingwood,Western Bulldogs,12,Round 17,114,93,106,66,80,91,115,92,73,100,108,0,88.33333333333333,87.2,91.85714285714286,92.86666666666666,2.08,50
Josh Daicos,Collingwood,Fremantle,46,Round 18,120,114,93,106,66,80,91,115,92,73,100,1,104.33333333333333,91.8,95,94.1875,-1.37,42.86
Josh Daicos,Collingwood,Port Adelaide,2,Round 19,84,120,114,93,106,66,80,91,115,92,73,0,109,99.8,95.71428571428571,95.70588235294117,-5.52,30.43
Josh Daicos,Collingwood,Carlton,-17,Round 20,84,84,120,114,93,106,66,80,91,115,92,1,106,103.4,94.71428571428571,95.05555555555556,0.3,50
Josh Dunkley,Brisbane Lions,Adelaide Crows,-17,Round 11,112,125,88,172,115,86,102,81,116,97,77,0,128.33333333333334,117.2,109.85714285714286,105.9,-1.77,47.62
Josh Dunkley,Brisbane Lions,Hawthorn,-25,Round 13,145,112,125,88,172,115,86,102,81,116,97,0,108.33333333333333,122.4,114.28571428571429,106.45454545454545,4.83,52.78
Josh Dunkley,Brisbane Lions,Sydney Swans,16,Round 14,113,145,112,125,88,172,115,86,102,81,116,1,127.33333333333333,128.4,120.42857142857143,109.66666666666667,-5.66,33.33
Josh Dunkley,Brisbane Lions,St Kilda,28,Round 15,120,113,145,112,125,88,172,115,86,102,81,0,123.33333333333333,116.6,124.28571428571429,109.92307692307692,4.75,52.5
Josh Dunkley,Brisbane Lions,Richmond,81,Round 16,72,120,113,145,112,125,88,172,115,86,102,1,126,123,125,110.64285714285714,-0.68,37.5
Josh Dunkley,Brisbane Lions,Geelong Cats,11,Round 19,112,72,120,113,145,112,125,88,172,115,86,1,101.66666666666667,112.4,110.71428571428571,108.06666666666666,-7.57,41.18
Josh Dunkley,Brisbane Lions,Gold Coast Suns,-41,Round 20,137,112,72,120,113,145,112,125,88,172,115,0,101.33333333333333,112.4,114.14285714285714,108.3125,-2.67,44.44
Josh Kelly,GWS Giants,Melbourne,2,Round 16,96,120,97,113,109,104,125,79,106,126,91,0,110,108.6,106.71428571428571,107,-2.61,52.78
Josh Kelly,GWS Giants,Hawthorn,13,Round 17,30,96,120,97,113,109,104,125,79,106,126,1,104.33333333333333,107,109.14285714285714,106,2.14,47.22
Josh Kelly,GWS Giants,Adelaide Crows,14,Round 18,108,30,96,120,97,113,109,104,125,79,106,0,82,91.2,95.57142857142857,99.66666666666667,-3.33,47.5
Josh Kelly,GWS Giants,Gold Coast Suns,40,Round 19,94,108,30,96,120,97,113,109,104,125,79,1,78,90.2,96.14285714285714,100.3076923076923,-3.88,40
Josh Kelly,GWS Giants,Western Bulldogs,5,Round 20,122,94,108,30,96,120,97,113,109,104,125,0,77.33333333333333,89.6,94,99.85714285714286,-1.23,53.85
Josh Rachele,Adelaide Crows,Brisbane Lions,17,Round 11,60,74,86,27,79,102,96,86,75,85,105,1,62.333333333333336,73.6,78.57142857142857,81.5,1.35,51.52
Josh Rachele,Adelaide Crows,Gold Coast Suns,-25,Round 12,65,60,74,86,27,79,102,96,86,75,85,0,73.33333333333333,65.2,74.85714285714286,79.54545454545455,2.05,55.56
Josh Rachele,Adelaide Crows,West Coast Eagles,122,Round 13,64,65,60,74,86,27,79,102,96,86,75,1,66.33333333333333,62.4,70.42857142857143,78.33333333333333,3.99,58.82
Josh Rachele,Adelaide Crows,Collingwood,-2,Round 15,47,64,65,60,74,86,27,79,102,96,86,0,63,69.8,65,77.23076923076923,-6.63,40
Josh Rachele,Adelaide Crows,North Melbourne,66,Round 16,100,47,64,65,60,74,86,27,79,102,96,1,58.666666666666664,62,60.42857142857143,75.07142857142857,11.43,70.59
