player_full_name,player_team,opposition_team,round,season,home_game,last_3_avg,last_3_min,last_3_max,last_3_variance,last_5_avg,last_5_min,last_5_max,last_5_variance,last_7_avg,last_7_min,last_7_max,last_7_variance,last_10_avg,last_10_min,last_10_max,last_10_variance,dvp_5,percentage_over_avg_5,dvp_10,percentage_over_avg_10,dvp_15,percentage_over_avg_15
Aliir Aliir,Port Adelaide,Fremantle,Round 23,2023,0,47,35,54,109,46.6,35,54,62.8,51,35,84,259.6666666666667,52.6,35,84,181.6,3.01,55.56,-2.45,42.86,-3.61,32.26
Andrew Brayshaw,Fremantle,Port Adelaide,Round 23,2023,1,109.66666666666667,101,122,120.33333333333333,106,91,122,130.5,104.14285714285714,91,122,99.14285714285714,106.7,91,129,132.01111111111112,-6.28,40,-5.09,43.48,-7.23,22.58
Andrew Gaff,West Coast Eagles,Western Bulldogs,Round 23,2023,0,80,76,87,37,87.4,76,109,176.3,78.57142857142857,30,109,578.952380952381,72.2,30,109,576.8444444444444,8.14,64.29,7.5,60.71,5.28,61.22
Andrew McGrath,Essendon,GWS Giants,Round 23,2023,0,63.333333333333336,59,69,26.333333333333332,76.6,59,106,388.3,77.71428571428571,59,106,353.23809523809524,80.4,59,107,325.8222222222222,5.24,54.55,7.87,73.68,4.02,61.11
Andrew McPherson,Adelaide Crows,Sydney Swans,Round 23,2023,1,73,66,83,79,68.6,56,83,93.8,67.14285714285714,50,83,129.47619047619048,61.7,24,83,274.0111111111111,-5.55,50,-3.86,36,-6.44,30.3
Andrew Phillips,Essendon,GWS Giants,Round 23,2023,0,61.333333333333336,49,77,204.33333333333334,62,49,77,135,67.71428571428571,49,97,260.23809523809524,60.7,18,97,429.1222222222222,11.75,75,-3.29,22.22,2.35,30.77
Angus Brayshaw,Melbourne,Hawthorn,Round 23,2023,1,101,77,122,513,99,77,122,336,98.57142857142857,77,122,243.28571428571428,94.4,77,122,211.82222222222222,-6.89,35.71,-3.1,44.74,-1.81,47.37
Anthony Caminiti,St Kilda,Geelong Cats,Round 23,2023,1,57,41,76,313,56.8,41,76,261.7,54.57142857142857,41,76,194.28571428571428,50.1,34,76,189.43333333333334,4.66,56.25,4.83,61.11,2.62,59.02
Anthony McDonald-Tipungwuti,Essendon,GWS Giants,Round 23,2023,0,32.666666666666664,18,50,261.3333333333333,40,18,61,281.5,36.285714285714285,18,61,228.23809523809524,34.9,18,61,190.32222222222222,-4.41,35.29,-1.69,46.51,0.52,49.18
Anthony Scott,Western Bulldogs,West Coast Eagles,Round 23,2023,1,65.66666666666667,47,88,430.3333333333333,55.8,39,88,399.7,53.285714285714285,39,88,284.9047619047619,54.3,39,88,207.12222222222223,-4.19,37.5,0.9,50,-0.56,48.89
Archie Perkins,Essendon,GWS Giants,Round 23,2023,0,73,57,87,228,63.4,27,87,528.8,67.28571428571429,27,103,621.9047619047619,68.7,27,103,469.7888888888889,-4.41,35.29,-1.69,46.51,0.52,49.18
Arthur Jones,Western Bulldogs,West Coast Eagles,Round 23,2023,1,24.333333333333332,21,26,8.333333333333334,28.6,21,46,98.8,37.142857142857146,21,68,308.8095238095238,37.5,21,68,228.94444444444446,-4.19,37.5,0.9,50,-0.56,48.89
Ash Johnson,Collingwood,Brisbane Lions,Round 23,2023,1,48,32,61,217,36.6,10,61,397.3,38.857142857142854,10,61,309.8095238095238,41.2,10,70,313.5111111111111,3.95,63.64,-3.28,47.06,-7.86,31.82
Atu Bosenavulagi,North Melbourne,Richmond,Round 23,2023,0,48.333333333333336,40,59,94.33333333333333,41.4,27,59,145.3,39.857142857142854,25,59,144.14285714285714,42.1,25,59,132.54444444444445,0.44,46.67,-1.55,40.62,0.66,48.28
Bachar Houli,Richmond,North Melbourne,Round 23,2023,1,97.33333333333333,72,127,770.3333333333334,92.2,72,127,455.7,91.57142857142857,72,127,326.2857142857143,92.8,72,127,361.9555555555556,-5.36,40,-3.16,36.36,-1.68,33.33
Bailey Banfield,Fremantle,Port Adelaide,Round 23,2023,1,50,23,69,577,59.8,23,89,573.7,57,23,89,630.6666666666666,55.5,23,89,437.8333333333333,-7.63,28.57,-1.57,41.86,-0.99,42.65
Bailey Dale,Western Bulldogs,West Coast Eagles,Round 23,2023,1,103,65,137,1308,91.2,65,137,930.2,90,65,137,651.3333333333334,93.3,65,137,520.0111111111111,2.96,57.14,-4.94,40,-2.72,42.86
Bailey Humphrey,Gold Coast Suns,Carlton,Round 23,2023,1,51.333333333333336,47,57,26.333333333333332,42.2,11,57,322.7,44,11,57,228.66666666666666,48.7,11,75,305.7888888888889,1.73,60,0.97,57.14,2.3,63.64
Bailey J. Williams,West Coast Eagles,Western Bulldogs,Round 23,2023,0,63,37,104,1291,68.2,37,104,736.7,75.85714285714286,37,121,887.4761904761905,80.2,37,121,660.4,2.78,66.67,10.09,70,11.59,80
Bailey Scott,North Melbourne,Richmond,Round 23,2023,0,98,94,105,37,97,55,136,840.5,98.14285714285714,55,136,567.1428571428571,94.2,55,136,427.06666666666666,-5.65,43.75,-5.67,37.93,-1.78,46.67
Bailey Smith,Western Bulldogs,West Coast Eagles,Round 23,2023,1,67,64,69,7,71.6,43,114,673.3,69.57142857142857,43,114,521.6190476190476,72.5,43,114,399.8333333333333,-4.59,43.75,-3.63,38.46,0.45,48.72
Bailey Williams,Western Bulldogs,West Coast Eagles,Round 23,2023,1,69.66666666666667,56,89,296.3333333333333,68.6,47,89,350.3,66.57142857142857,47,89,264.2857142857143,73,47,103,327.55555555555554,13.04,90,6.57,65,2.96,51.72
Bayley Fritsch,Melbourne,Hawthorn,Round 23,2023,1,65,45,88,469,66,45,88,257.5,61.142857142857146,29,88,373.8095238095238,61,29,88,303.55555555555554,-8.7,41.67,-0.18,55.56,1.59,58.33
Beau McCreery,Collingwood,Brisbane Lions,Round 23,2023,1,65.66666666666667,52,84,272.3333333333333,59.8,46,84,213.2,57.42857142857143,46,84,160.61904761904762,55.1,37,84,149.87777777777777,0.91,50,-2.6,38.89,-0.53,48.61
Ben Ainsworth,Gold Coast Suns,Carlton,Round 23,2023,1,81,70,98,223,77.6,49,98,409.3,73.28571428571429,49,98,327.23809523809524,76,48,110,458.22222222222223,-7.69,25,-4.93,28.57,-3.61,36.67
Ben Brown,Melbourne,Hawthorn,Round 23,2023,1,38.333333333333336,31,46,56.333333333333336,50,31,93,608.5,57.142857142857146,31,94,674.8095238095239,55.3,31,94,528.9,-8.7,41.67,-0.18,55.56,1.59,58.33
Ben Cunnington,North Melbourne,Richmond,Round 23,2023,0,66.33333333333333,22,97,1546.3333333333333,68.6,22,97,800.8,68.28571428571429,22,97,536.2380952380952,64.4,22,97,422.0444444444444,-1.17,40,-1.14,38.89,1.91,42.31
Ben Hobbs,Essendon,GWS Giants,Round 23,2023,0,78.66666666666667,55,108,726.3333333333334,68.4,43,108,610.8,69.28571428571429,43,108,410.23809523809524,76.7,43,108,437.56666666666666,-2.6,50,-2.37,39.29,-2.29,46.3
Ben Keays,Adelaide Crows,Sydney Swans,Round 23,2023,1,67.33333333333333,62,75,46.333333333333336,70.8,62,82,63.7,82.42857142857143,62,132,576.952380952381,88.9,62,132,557.8777777777777,3.51,36.36,-1.63,40,-1.42,42.42
Ben King,Gold Coast Suns,Carlton,Round 23,2023,1,45.333333333333336,15,68,746.3333333333334,36.4,3,68,722.8,38.285714285714285,3,68,577.5714285714286,42.5,3,72,496.05555555555554,-7.69,25,-4.93,28.57,-3.61,36.67
Ben Long,Gold Coast Suns,Carlton,Round 23,2023,1,33.666666666666664,18,60,526.3333333333334,39.2,18,60,321.7,42.857142857142854,18,60,258.8095238095238,43.9,18,60,178.1,-4.29,27.27,-0.37,42.42,-1.89,44.26
Ben Long,St Kilda,Geelong Cats,Round 23,2023,1,33.666666666666664,18,60,526.3333333333334,39.2,18,60,321.7,42.857142857142854,18,60,258.8095238095238,43.9,18,60,178.1,4.66,56.25,4.83,61.11,2.62,59.02
Ben McEvoy,Hawthorn,Melbourne,Round 23,2023,0,81,50,105,793,80.2,50,105,578.2,75.42857142857143,50,105,470.6190476190476,76.3,50,105,352.4555555555556,-5.74,28.57,-10.44,30,-9.06,35.71
Ben McKay,North Melbourne,Richmond,Round 23,2023,0,55.333333333333336,40,71,240.33333333333334,57.8,40,75,222.7,60.857142857142854,40,75,175.8095238095238,63,40,76,166.66666666666666,-1.84,37.5,-4.55,27.78,-1.32,39.29
Ben Miller,Richmond,North Melbourne,Round 23,2023,1,45,33,58,157,46.6,20,78,503.8,41.57142857142857,15,78,474.95238095238096,43.8,15,87,573.7333333333333,-0.94,55.56,-6.54,22.22,-4.68,39.29
Ben Paton,St Kilda,Geelong Cats,Round 23,2023,1,55,50,63,49,63.8,50,81,177.7,62.714285714285715,50,81,124.9047619047619,66,50,87,172.88888888888889,7.31,70.59,0.3,50,3.99,59.52
Billy Frampton,Adelaide Crows,Sydney Swans,Round 23,2023,1,32.666666666666664,18,56,417.3333333333333,44.6,18,73,530.8,48,18,86,677.6666666666666,54.8,18,86,585.9555555555555,-20.91,0,-11.32,24,-7.03,26.47
Billy Frampton,Collingwood,Brisbane Lions,Round 23,2023,1,32.666666666666664,18,56,417.3333333333333,44.6,18,73,530.8,48,18,86,677.6666666666666,54.8,18,86,585.9555555555555,2.33,54.55,0.02,55.56,0.08,57.69
Blake Acres,Carlton,Gold Coast Suns,Round 23,2023,0,95,73,117,484,90.4,73,117,296.8,91.71428571428571,73,117,310.9047619047619,88,73,117,245.11111111111111,7.06,60,5.65,64.1,1.86,50
Blake Acres,Fremantle,Port Adelaide,Round 23,2023,1,95,73,117,484,90.4,73,117,296.8,91.71428571428571,73,117,310.9047619047619,88,73,117,245.11111111111111,-11.69,30.77,-5.19,36,-5.1,48.65
Blake Hardwick,Hawthorn,Melbourne,Round 23,2023,0,81.66666666666667,72,93,112.33333333333333,74,48,93,271.5,73.71428571428571,48,93,301.57142857142856,81.2,48,117,402.84444444444443,-10.15,29.41,-3.9,40.62,0.06,57.45
Bobby Hill,Collingwood,Brisbane Lions,Round 23,2023,1,59.666666666666664,40,75,320.3333333333333,49.8,15,75,542.7,49.714285714285715,15,75,398.57142857142856,52.6,15,75,353.15555555555557,0.91,50,-2.6,38.89,-0.53,48.61
Bobby Hill,GWS Giants,Essendon,Round 23,2023,1,59.666666666666664,40,75,320.3333333333333,49.8,15,75,542.7,49.714285714285715,15,75,398.57142857142856,52.6,15,75,353.15555555555557,1.54,55.56,-0.79,39.53,-0.69,53.12
Brad Close,Geelong Cats,St Kilda,Round 23,2023,0,50,22,71,637,57.4,22,76,449.3,60.857142857142854,22,91,488.4761904761905,62.4,22,91,392.4888888888889,2.19,53.85,2.04,51.11,2.04,53.23
Brad Crouch,St Kilda,Geelong Cats,Round 23,2023,1,109,68,133,1273,102.6,68,133,721.3,106.57142857142857,68,137,666.952380952381,109.4,68,137,476.26666666666665,-3.7,23.53,-7.69,30,-1.95,45.1
Brad Sheppard,West Coast Eagles,Western Bulldogs,Round 23,2023,0,65,51,73,148,68.8,51,87,179.2,69.71428571428571,51,87,148.9047619047619,71.8,45,105,312.4,5.69,57.89,1.15,52.94,-0.38,47.06
Bradley Hill,St Kilda,Geelong Cats,Round 23,2023,1,70.66666666666667,64,80,69.33333333333333,70.6,47,94,310.8,73.71428571428571,47,98,326.23809523809524,72,47,98,268.6666666666667,4.66,56.25,4.83,61.11,2.62,59.02
Brady Hough,West Coast Eagles,Western Bulldogs,Round 23,2023,0,61.666666666666664,53,76,156.33333333333334,73.4,53,111,536.3,66.42857142857143,46,111,502.2857142857143,66.3,46,111,341.7888888888889,-3.62,43.75,0.1,60,-1.88,52.54
Braeden Campbell,Sydney Swans,Adelaide Crows,Round 23,2023,0,79.33333333333333,33,110,1666.3333333333333,69.8,33,110,1058.7,72.28571428571429,33,110,737.9047619047619,71,33,110,614.4444444444445,3.58,53.85,-1.04,39.47,-2.89,35.94
Brandan Parfitt,Geelong Cats,St Kilda,Round 23,2023,0,59.666666666666664,45,78,282.3333333333333,74.4,45,104,576.3,77.85714285714286,45,104,423.14285714285717,78.9,45,104,329.8777777777778,-7.02,37.5,-1.52,36.84,-1.12,40.74
Brandon Ellis,Gold Coast Suns,Carlton,Round 23,2023,1,92,67,115,579,85,62,115,459.5,80.42857142857143,60,115,394.2857142857143,75.1,48,115,422.3222222222222,5.76,53.33,-1.48,41.38,2.13,47.83
Brandon Starcevich,Brisbane Lions,Collingwood,Round 23,2023,0,53.666666666666664,50,57,12.333333333333334,52.2,33,67,154.7,53.42857142857143,33,67,126.28571428571429,49.4,20,67,192.93333333333334,-2.2,43.75,2.6,54.55,2.29,55.56
Brandon Walker,Fremantle,Port Adelaide,Round 23,2023,1,25.333333333333332,4,60,917.3333333333334,40.4,4,70,908.8,37.714285714285715,4,70,627.2380952380952,38.7,4,70,481.34444444444443,-7.63,28.57,-1.57,41.86,-0.99,42.65
Brandon Zerk-Thatcher,Essendon,GWS Giants,Round 23,2023,0,56.666666666666664,43,76,296.3333333333333,63.8,43,84,288.7,60.142857142857146,30,84,378.4761904761905,53.4,28,84,385.8222222222222,3.38,58.33,4.75,59.09,2.47,57.14
Brayden Cook,Adelaide Crows,Sydney Swans,Round 23,2023,1,46,31,63,259,45,31,63,146.5,45.42857142857143,27,66,224.95238095238096,45.3,27,66,204.9,0.77,50,-1.75,47.37,-2.82,44.3
Brayden Fiorini,Gold Coast Suns,Carlton,Round 23,2023,1,91.66666666666667,65,115,633.3333333333334,82,60,115,520,74.71428571428571,33,115,685.5714285714286,78.9,33,115,625.2111111111111,13.8,71.43,2.96,41.67,-0.47,45.83
Brayden Ham,Essendon,GWS Giants,Round 23,2023,0,38.333333333333336,25,55,233.33333333333334,40.8,25,55,134.2,39.42857142857143,25,55,95.28571428571429,43,25,62,147.55555555555554,-4.41,35.29,-1.69,46.51,0.52,49.18
Brayden Maynard,Collingwood,Brisbane Lions,Round 23,2023,1,79.66666666666667,56,93,422.3333333333333,79.2,56,101,464.7,80.71428571428571,56,101,368.57142857142856,80.4,50,102,405.15555555555557,-7,21.43,1.49,53.85,-1.03,50
Brennan Cox,Fremantle,Port Adelaide,Round 23,2023,1,63.666666666666664,36,104,1276.3333333333333,73.2,36,122,1403.7,69.28571428571429,36,122,1120.5714285714287,69.7,36,122,820.6777777777778,-12.45,14.29,-9.3,26.32,-4.99,35.48
Brent Daniels,GWS Giants,Essendon,Round 23,2023,1,71.33333333333333,54,86,261.3333333333333,71.6,44,100,522.8,73.14285714285714,42,112,763.8095238095239,70.1,42,112,704.1,-4.99,38.46,-1.17,38.46,1.61,52.38
Brodie Grundy,Collingwood,Brisbane Lions,Round 23,2023,1,54.333333333333336,36,64,252.33333333333334,64.2,36,91,380.7,66.14285714285714,36,95,456.8095238095238,64.1,36,95,344.76666666666665,18.55,60,1.95,18.18,4.43,30.77
Brodie Grundy,Melbourne,Hawthorn,Round 23,2023,1,54.333333333333336,36,64,252.33333333333334,64.2,36,91,380.7,66.14285714285714,36,95,456.8095238095238,64.1,36,95,344.76666666666665,-5.37,40,-6.67,22.22,-7.27,16.67
Brodie Kemp,Carlton,Gold Coast Suns,Round 23,2023,0,74.66666666666667,63,84,114.33333333333333,74,49,97,346,69.28571428571429,29,97,566.2380952380952,69.7,29,97,446.9,0.69,55.56,2.21,60,0.69,58.62
Brodie Smith,Adelaide Crows,Sydney Swans,Round 23,2023,1,80,63,99,327,85.4,63,109,338.3,87.14285714285714,63,109,236.47619047619048,84.5,63,109,186.72222222222223,0.77,50,-1.75,47.37,-2.82,44.3
Brody Mihocek,Collingwood,Brisbane Lions,Round 23,2023,1,51,29,81,724,48.6,29,81,404.8,45.714285714285715,29,81,312.9047619047619,57.1,29,98,585.6555555555556,0.91,50,-2.6,38.89,-0.53,48.61
Cale Hooker,Essendon,GWS Giants,Round 23,2023,0,56.333333333333336,41,73,257.3333333333333,45.6,16,73,435.8,47.142857142857146,16,73,382.8095238095238,54.7,16,85,438.0111111111111,-13.44,20,-8.84,35.29,-3.15,50
Caleb Daniel,Western Bulldogs,West Coast Eagles,Round 23,2023,1,61.666666666666664,39,83,485.3333333333333,72.2,39,109,671.2,78.71428571428571,39,116,718.2380952380952,89,39,136,857.3333333333334,2.96,57.14,-4.94,40,-2.72,42.86
Caleb Graham,Gold Coast Suns,Carlton,Round 23,2023,1,55,41,68,183,49,25,68,271.5,46.42857142857143,25,68,208.61904761904762,41.1,21,68,242.54444444444445,-5.8,40,-7.69,21.74,-4.99,38.71
Caleb Poulter,Collingwood,Brisbane Lions,Round 23,2023,1,52.666666666666664,43,65,126.33333333333333,52.4,43,65,67.8,52.714285714285715,42,65,89.57142857142857,53.8,42,70,93.95555555555555,0.91,50,-2.6,38.89,-0.53,48.61
Caleb Serong,Fremantle,Port Adelaide,Round 23,2023,1,104,86,125,387,102.8,86,125,196.7,107.14285714285714,86,134,271.4761904761905,107.3,86,134,186.01111111111112,-6.28,40,-5.09,43.48,-7.23,22.58
Callan Ward,GWS Giants,Essendon,Round 23,2023,1,90.66666666666667,79,105,174.33333333333334,81.6,55,105,325.8,77,54,105,323,81.1,43,134,722.1,-4.99,38.46,-1.17,38.46,1.61,52.38
Callum Ah Chee,Brisbane Lions,Collingwood,Round 23,2023,0,67,49,87,364,73,49,108,587.5,65.28571428571429,45,108,565.5714285714286,61.3,27,108,522.9,-2.2,43.75,2.6,54.55,2.29,55.56
Callum Coleman-Jones,North Melbourne,Richmond,Round 23,2023,0,39.333333333333336,33,50,86.33333333333333,45,33,69,223.5,47,33,69,226,54.2,33,105,479.73333333333335,0.44,46.67,-1.55,40.62,0.66,48.28
Callum Jamieson,West Coast Eagles,Western Bulldogs,Round 23,2023,0,45.666666666666664,21,64,492.3333333333333,35.8,7,64,526.7,39.285714285714285,7,64,442.9047619047619,44.2,7,73,445.5111111111111,2.78,66.67,10.09,70,11.59,80
Callum L. Brown,Collingwood,Brisbane Lions,Round 23,2023,1,30.666666666666668,20,48,229.33333333333334,43,20,69,428,49.57142857142857,20,82,496.6190476190476,47.5,20,82,342.72222222222223,0.91,50,-2.6,38.89,-0.53,48.61
Callum M. Brown,GWS Giants,Essendon,Round 23,2023,1,61.666666666666664,47,69,161.33333333333334,59.4,47,69,108.3,57.142857142857146,47,69,87.14285714285714,61.6,47,94,198.26666666666668,1.54,55.56,-0.79,39.53,-0.69,53.12
Callum Mills,Sydney Swans,Adelaide Crows,Round 23,2023,0,81.33333333333333,58,117,984.3333333333334,82.6,58,117,586.3,84.28571428571429,58,117,403.23809523809524,84.5,58,117,389.1666666666667,-10.65,22.22,-5.09,44.44,-6.58,50
Callum Wilkie,St Kilda,Geelong Cats,Round 23,2023,1,97.33333333333333,86,107,112.33333333333333,95.4,86,107,73.3,92.28571428571429,79,107,87.23809523809524,89.6,73,107,107.15555555555555,-0.13,50,3.4,55,3.98,56.67
Cam Rayner,Brisbane Lions,Collingwood,Round 23,2023,0,66.33333333333333,46,94,616.3333333333334,55.6,26,94,615.3,57.285714285714285,26,94,470.57142857142856,59.6,26,94,328.4888888888889,13.36,81.82,12.16,77.78,7.05,69.23
Cameron Guthrie,Geelong Cats,St Kilda,Round 23,2023,0,91,81,111,300,93.4,81,111,161.3,85.28571428571429,54,111,339.9047619047619,87.8,54,114,358.6222222222222,8.15,57.14,4.34,52.63,5.47,58
Cameron Zurhaar,North Melbourne,Richmond,Round 23,2023,0,67,47,87,400,59.8,26,87,561.7,61.42857142857143,26,87,396.2857142857143,65.2,26,87,315.9555555555556,5.7,62.5,3.87,56,1.81,42.86
Campbell Chesser,West Coast Eagles,Western Bulldogs,Round 23,2023,0,39.333333333333336,31,47,64.33333333333333,42.2,31,56,92.7,48.285714285714285,31,66,171.9047619047619,44.8,23,66,186.62222222222223,-3.62,43.75,0.1,60,-1.88,52.54
Chad Warner,Sydney Swans,Adelaide Crows,Round 23,2023,0,91.66666666666667,89,94,6.333333333333333,94.6,70,128,439.8,91.71428571428571,70,128,369.57142857142856,96.6,70,128,316.4888888888889,-10.65,22.22,-5.09,44.44,-6.58,50
Chad Wingard,Hawthorn,Melbourne,Round 23,2023,0,96.33333333333333,85,116,292.3333333333333,86,60,116,401.5,77,31,116,688,73.6,31,116,510.93333333333334,-5.67,45.45,-2.95,36.84,-2.64,36.36
Changkuoth Jiath,Hawthorn,Melbourne,Round 23,2023,0,60,52,65,49,53.2,40,65,115.7,56.285714285714285,40,70,116.9047619047619,59.6,40,79,131.82222222222222,-10.15,29.41,-3.9,40.62,0.06,57.45
Charlie Ballard,Gold Coast Suns,Carlton,Round 23,2023,1,49,33,58,193,47,31,58,188.5,52.142857142857146,31,79,268.14285714285717,53,31,79,194.88888888888889,-5.8,40,-7.69,21.74,-4.99,38.71
Charlie Cameron,Brisbane Lions,Collingwood,Round 23,2023,0,79.33333333333333,74,83,22.333333333333332,70.6,55,83,157.3,63.285714285714285,28,83,357.23809523809524,58,28,83,395.1111111111111,13.36,81.82,12.16,77.78,7.05,69.23
Charlie Curnow,Carlton,Gold Coast Suns,Round 23,2023,0,69.33333333333333,50,100,721.3333333333334,90.4,50,146,1480.8,89,50,146,1007,84,50,146,765.7777777777778,1.46,40,1.57,50,-0.97,41.18
Charlie Dixon,Port Adelaide,Fremantle,Round 23,2023,0,74.33333333333333,61,85,149.33333333333334,68,39,85,340,71.14285714285714,39,85,255.47619047619048,69,39,85,254.22222222222223,-0.36,46.15,4.16,52,2.79,45.16
Charlie Lazzaro,North Melbourne,Richmond,Round 23,2023,0,41.333333333333336,19,74,836.3333333333334,41.6,19,74,436.3,39.42857142857143,19,74,304.6190476190476,40.7,19,74,236.9,0.44,46.67,-1.55,40.62,0.66,48.28
Charlie Spargo,Melbourne,Hawthorn,Round 23,2023,1,44,34,52,84,46.6,34,55,64.8,48.142857142857146,34,55,51.476190476190474,50.3,34,67,70.45555555555555,6.96,77.78,1.37,56.67,1.86,51.92
Chayce Jones,Adelaide Crows,Sydney Swans,Round 23,2023,1,59.333333333333336,31,87,784.3333333333334,68.6,31,87,563.3,69.28571428571429,31,87,398.23809523809524,68.2,31,87,290.84444444444443,-5.55,50,-3.86,36,-6.44,30.3
Chris Burgess,Gold Coast Suns,Carlton,Round 23,2023,1,36,25,51,181,33.4,24,51,118.3,39.285714285714285,24,58,185.23809523809524,53.1,24,123,957.4333333333333,-4.29,27.27,-0.37,42.42,-1.89,44.26
Chris Mayne,Collingwood,Brisbane Lions,Round 23,2023,1,85.66666666666667,76,94,82.33333333333333,91.4,76,110,152.8,92.85714285714286,76,110,160.14285714285714,97.5,76,123,202.05555555555554,-7,21.43,1.49,53.85,-1.03,50
